Date,Open
2016-07-11,750.000000
2016-07-12,756.859985
2016-07-13,746.760010
2016-07-14,748.859985
2016-07-15,746.549988
2016-07-18,735.489990
2016-07-19,732.500000
2016-07-20,744.000000
2016-07-21,747.500000
2016-07-22,747.789978
2016-07-25,746.549988
2016-07-26,742.710022
2016-07-27,737.969971
2016-07-28,745.979980
2016-07-29,765.000000
2016-08-01,759.869995
2016-08-02,763.809998
2016-08-03,757.059998
2016-08-04,753.700012
2016-08-05,764.809998
2016-08-08,766.809998
2016-08-09,767.390015
2016-08-10,769.799988
2016-08-11,769.940002
2016-08-12,768.460022
2016-08-15,771.900024
2016-08-16,768.619995
2016-08-17,764.409973
2016-08-18,764.000000
2016-08-19,761.900024
2016-08-22,757.500000
2016-08-23,763.309998
2016-08-24,763.000000
2016-08-25,756.000000
2016-08-26,760.049988
2016-08-29,768.719971
2016-08-30,771.049988
2016-08-31,766.599976
2016-09-01,770.900024
2016-09-02,774.109985
2016-09-06,774.039978
2016-09-07,789.530029
2016-09-08,783.890015
2016-09-09,779.359985
2016-09-12,757.349976
2016-09-13,768.770020
2016-09-14,762.200012
2016-09-15,762.000000
2016-09-16,773.280029
2016-09-19,779.969971
2016-09-20,776.000000
2016-09-21,783.250000
2016-09-22,794.270020
2016-09-23,803.130005
2016-09-26,801.799988
2016-09-27,801.849976
2016-09-28,818.000000
2016-09-29,828.260010
2016-09-30,832.609985
2016-10-03,836.000000
2016-10-04,840.909973
2016-10-05,838.000000
2016-10-06,843.700012
2016-10-07,845.789978
2016-10-10,843.250000
2016-10-11,841.020020
2016-10-12,834.000000
2016-10-13,829.000000
2016-10-14,835.080017
2016-10-17,821.500000
2016-10-18,822.109985
2016-10-19,820.400024
2016-10-20,813.989990
2016-10-21,809.359985
2016-10-24,824.950012
2016-10-25,839.299988
2016-10-26,832.760010
2016-10-27,831.239990
2016-10-28,782.000000
2016-10-31,781.030029
2016-11-01,799.000000
2016-11-02,783.929993
2016-11-03,765.049988
2016-11-04,762.789978
2016-11-07,771.640015
2016-11-08,784.969971
2016-11-09,764.000000
2016-11-10,778.809998
2016-11-11,735.729980
2016-11-14,745.510010
2016-11-15,730.000000
2016-11-16,739.880005
2016-11-17,749.320007
2016-11-18,761.000000
2016-11-21,766.000000
2016-11-22,788.169983
2016-11-23,781.729980
2016-11-25,786.500000
2016-11-28,776.989990
2016-11-29,768.000000
2016-11-30,762.000000
2016-12-01,752.409973
2016-12-02,743.400024
2016-12-05,745.000000
2016-12-06,763.989990
2016-12-07,764.549988
2016-12-08,771.869995
2016-12-09,770.000000
2016-12-12,766.400024
2016-12-13,764.960022
2016-12-14,778.250000
2016-12-15,766.280029
2016-12-16,765.000000
2016-12-19,758.890015
2016-12-20,768.650024
2016-12-21,770.000000
2016-12-22,768.119995
2016-12-23,764.549988
2016-12-27,763.400024
2016-12-28,776.250000
2016-12-29,772.400024
2016-12-30,766.469971
2017-01-03,757.919983
2017-01-04,758.390015
2017-01-05,761.549988
2017-01-06,782.359985
2017-01-09,798.000000
2017-01-10,796.599976
2017-01-11,793.659973
2017-01-12,800.309998
2017-01-13,814.320007
2017-01-17,815.700012
2017-01-18,809.500000
2017-01-19,810.000000
2017-01-20,815.280029
2017-01-23,806.799988
2017-01-24,822.000000
2017-01-25,825.789978
2017-01-26,835.530029
2017-01-27,839.000000
2017-01-30,833.000000
2017-01-31,823.750000
2017-02-01,829.210022
2017-02-02,836.590027
2017-02-03,806.719971
2017-02-06,809.799988
2017-02-07,809.309998
2017-02-08,812.690002
2017-02-09,821.599976
2017-02-10,823.820007
2017-02-13,831.619995
2017-02-14,837.000000
2017-02-15,834.000000
2017-02-16,841.840027
2017-02-17,842.000000
2017-02-21,848.840027
2017-02-22,856.950012
2017-02-23,857.570007
2017-02-24,844.690002
2017-02-27,842.380005
2017-02-28,851.450012
2017-03-01,853.049988
2017-03-02,853.080017
2017-03-03,847.200012
2017-03-06,845.229980
2017-03-07,845.479980
2017-03-08,848.000000
2017-03-09,851.000000
2017-03-10,857.000000
2017-03-13,851.770020
2017-03-14,853.549988
2017-03-15,854.330017
2017-03-16,855.299988
2017-03-17,853.489990
2017-03-20,851.510010
2017-03-21,858.840027
2017-03-22,840.429993
2017-03-23,848.200012
2017-03-24,851.679993
2017-03-27,838.070007
2017-03-28,851.750000
2017-03-29,859.049988
2017-03-30,874.950012
2017-03-31,877.000000
2017-04-03,888.000000
2017-04-04,891.500000
2017-04-05,910.820007
2017-04-06,913.799988
2017-04-07,899.650024
2017-04-10,899.630005
2017-04-11,907.039978
2017-04-12,903.090027
2017-04-13,891.450012
2017-04-17,887.500000
2017-04-18,900.989990
2017-04-19,907.840027
2017-04-20,899.700012
2017-04-21,902.669983
2017-04-24,908.679993
2017-04-25,907.039978
2017-04-26,910.299988
2017-04-27,914.390015
2017-04-28,948.830017
2017-05-01,927.799988
2017-05-02,946.650024
2017-05-03,946.000000
2017-05-04,944.750000
2017-05-05,940.520020
2017-05-08,940.950012
2017-05-09,952.799988
2017-05-10,953.500000
2017-05-11,945.109985
2017-05-12,954.500000
2017-05-15,958.729980
2017-05-16,961.000000
2017-05-17,954.700012
2017-05-18,944.799988
2017-05-19,962.840027
2017-05-22,964.000000
2017-05-23,975.020020
2017-05-24,976.000000
2017-05-25,984.849976
2017-05-26,995.000000
2017-05-30,996.510010
2017-05-31,1000.000000
2017-06-01,998.590027
2017-06-02,998.989990
2017-06-05,1007.229980
2017-06-06,1012.000000
2017-06-07,1005.950012
2017-06-08,1012.059998
2017-06-09,1012.500000
2017-06-12,967.000000
2017-06-13,977.989990
2017-06-14,988.590027
2017-06-15,958.700012
2017-06-16,996.000000
2017-06-19,1017.000000
2017-06-20,998.000000
2017-06-21,998.700012
2017-06-22,1002.229980
2017-06-23,1002.539978
2017-06-26,1008.500000
2017-06-27,990.690002
2017-06-28,978.549988
2017-06-29,979.000000
2017-06-30,980.119995
2017-07-03,972.789978
2017-07-05,961.530029
2017-07-06,964.659973
2017-07-07,969.549988
2017-07-10,985.000000
2017-07-11,993.000000
2017-07-12,1000.650024
2017-07-13,1004.619995
2017-07-14,1002.400024
2017-07-17,1004.690002
2017-07-18,1006.000000
2017-07-19,1025.000000
2017-07-20,1031.589966
2017-07-21,1021.280029
2017-07-24,1028.339966
2017-07-25,1038.050049
2017-07-26,1043.199951
2017-07-27,1069.550049
2017-07-28,1012.140015
2017-07-31,1019.049988
2017-08-01,996.109985
2017-08-02,1001.770020
2017-08-03,999.469971
2017-08-04,989.679993
2017-08-07,990.650024
2017-08-08,994.349976
2017-08-09,982.599976
2017-08-10,976.299988
2017-08-11,960.000000
2017-08-14,978.409973
2017-08-15,988.900024
2017-08-16,981.650024
2017-08-17,977.840027
2017-08-18,961.400024
2017-08-21,957.570007
2017-08-22,955.520020
2017-08-23,959.380005
2017-08-24,957.419983
2017-08-25,956.000000
2017-08-28,946.539978
2017-08-29,940.000000
2017-08-30,958.440002
2017-08-31,974.700012
2017-09-01,984.200012
2017-09-05,975.400024
2017-09-06,968.320007
2017-09-07,974.000000
2017-09-08,979.099976
2017-09-11,974.460022
2017-09-12,983.270020
2017-09-13,983.969971
2017-09-14,996.799988
2017-09-15,993.010010
2017-09-18,990.400024
2017-09-19,977.250000
2017-09-20,971.789978
2017-09-21,971.309998
2017-09-22,961.010010
2017-09-25,949.309998
2017-09-26,945.489990
2017-09-27,948.000000
2017-09-28,951.859985
2017-09-29,960.109985
2017-10-02,964.000000
2017-10-03,958.000000
2017-10-04,954.210022
2017-10-05,970.000000
2017-10-06,975.640015
2017-10-09,993.239990
2017-10-10,996.669983
2017-10-11,991.270020
2017-10-12,996.809998
2017-10-13,1007.000000
2017-10-16,1008.440002
2017-10-17,1005.590027
2017-10-18,1009.270020
2017-10-19,990.000000
2017-10-20,993.530029
2017-10-23,986.729980
2017-10-24,969.000000
2017-10-25,978.000000
2017-10-26,980.330017
2017-10-27,1058.140015
2017-10-30,1095.010010
2017-10-31,1109.000000
2017-11-01,1105.400024
2017-11-02,1097.810059
2017-11-03,1091.150024
2017-11-06,1109.150024
2017-11-07,1124.739990
2017-11-08,1122.819946
2017-11-09,1125.959961
2017-11-10,1126.099976
2017-11-13,1123.000000
2017-11-14,1130.109985
2017-11-15,1127.010010
2017-11-16,1130.160034
2017-11-17,1138.280029
2017-11-20,1129.770020
2017-11-21,1132.859985
2017-11-22,1141.000000
2017-11-24,1160.699951
2017-11-27,1202.660034
2017-11-28,1204.880005
2017-11-29,1194.800049
2017-11-30,1167.099976
2017-12-01,1172.050049
2017-12-04,1173.849976
2017-12-05,1128.260010
2017-12-06,1137.989990
2017-12-07,1156.589966
2017-12-08,1170.400024
2017-12-11,1164.599976
2017-12-12,1166.510010
2017-12-13,1170.000000
2017-12-14,1163.709961
2017-12-15,1179.030029
2017-12-18,1187.369995
2017-12-19,1189.150024
2017-12-20,1190.500000
2017-12-21,1175.900024
2017-12-22,1172.079956
2017-12-26,1168.359985
2017-12-27,1179.910034
2017-12-28,1189.000000
2017-12-29,1182.349976
2018-01-02,1172.000000
2018-01-03,1188.300049
2018-01-04,1205.000000
2018-01-05,1217.510010
2018-01-08,1236.000000
2018-01-09,1256.900024
2018-01-10,1245.150024
2018-01-11,1259.739990
2018-01-12,1273.390015
2018-01-16,1323.000000
2018-01-17,1312.239990
2018-01-18,1293.949951
2018-01-19,1312.000000
2018-01-22,1297.170044
2018-01-23,1338.089966
2018-01-24,1374.819946
2018-01-25,1368.000000
2018-01-26,1392.010010
2018-01-29,1409.180054
2018-01-30,1403.170044
2018-01-31,1451.300049
2018-02-01,1445.000000
2018-02-02,1477.390015
2018-02-05,1402.619995
2018-02-06,1361.459961
2018-02-07,1449.000000
2018-02-08,1429.680054
2018-02-09,1373.489990
2018-02-12,1364.670044
2018-02-13,1385.930054
2018-02-14,1406.250000
2018-02-15,1466.890015
2018-02-16,1457.369995
2018-02-20,1446.489990
2018-02-21,1485.000000
2018-02-22,1495.359985
2018-02-23,1495.339966
2018-02-26,1509.199951
2018-02-27,1524.500000
2018-02-28,1519.510010
2018-03-01,1513.599976
2018-03-02,1469.099976
2018-03-05,1494.239990
2018-03-06,1533.199951
2018-03-07,1526.520020
2018-03-08,1550.000000
2018-03-09,1563.500000
2018-03-12,1592.599976
2018-03-13,1615.959961
2018-03-14,1597.000000
2018-03-15,1595.000000
2018-03-16,1583.449951
2018-03-19,1554.530029
2018-03-20,1550.339966
2018-03-21,1586.449951
2018-03-22,1565.469971
2018-03-23,1539.010010
2018-03-26,1530.000000
2018-03-27,1572.400024
2018-03-28,1447.000000
2018-03-29,1406.000000
2018-04-02,1417.619995
2018-04-03,1391.380005
2018-04-04,1358.239990
2018-04-05,1441.989990
2018-04-06,1429.969971
2018-04-09,1425.030029
2018-04-10,1431.989990
2018-04-11,1439.439941
2018-04-12,1439.500000
2018-04-13,1449.140015
2018-04-16,1445.000000
2018-04-17,1462.300049
2018-04-18,1514.650024
2018-04-19,1543.219971
2018-04-20,1561.199951
2018-04-23,1546.689941
2018-04-24,1535.800049
2018-04-25,1458.000000
2018-04-26,1485.010010
2018-04-27,1634.010010
2018-04-30,1582.500000
2018-05-01,1563.219971
2018-05-02,1580.979980
2018-05-03,1560.010010
2018-05-04,1562.449951
2018-05-07,1589.339966
2018-05-08,1595.000000
2018-05-09,1600.000000
2018-05-10,1608.479980
2018-05-11,1610.989990
2018-05-14,1604.000000
2018-05-15,1587.800049
2018-05-16,1577.500000
2018-05-17,1580.560059
2018-05-18,1581.329956
2018-05-21,1585.000000
2018-05-22,1589.890015
2018-05-23,1571.050049
2018-05-24,1598.030029
2018-05-25,1603.000000
2018-05-29,1600.709961
2018-05-30,1618.099976
2018-05-31,1623.000000
2018-06-01,1637.030029
2018-06-04,1648.900024
2018-06-05,1672.989990
2018-06-06,1704.510010
2018-06-07,1698.560059
2018-06-08,1681.119995
2018-06-11,1681.510010
2018-06-12,1693.000000
2018-06-13,1702.810059
2018-06-14,1713.479980
2018-06-15,1714.000000
2018-06-18,1706.260010
2018-06-19,1709.040039
2018-06-20,1742.500000
2018-06-21,1760.000000
2018-06-22,1742.619995
2018-06-25,1702.510010
2018-06-26,1672.369995
2018-06-27,1708.109985
2018-06-28,1672.540039
2018-06-29,1717.000000
2018-07-02,1682.699951
2018-07-03,1723.959961
2018-07-05,1705.380005
2018-07-06,1696.000000
2018-07-09,1724.050049
2018-07-10,1738.530029
2018-07-11,1737.989990
2018-07-12,1764.510010
2018-07-13,1803.930054
2018-07-16,1821.949951
2018-07-17,1811.560059
2018-07-18,1848.000000
2018-07-19,1829.459961
2018-07-20,1825.010010
2018-07-23,1812.209961
2018-07-24,1829.010010
2018-07-25,1829.300049
2018-07-26,1839.000000
2018-07-27,1876.050049
2018-07-30,1827.329956
2018-07-31,1786.489990
2018-08-01,1784.000000
2018-08-02,1788.770020
2018-08-03,1837.739990
2018-08-06,1825.810059
2018-08-07,1854.530029
2018-08-08,1861.000000
2018-08-09,1882.000000
2018-08-10,1888.510010
2018-08-13,1898.500000
2018-08-14,1919.390015
2018-08-15,1909.550049
2018-08-16,1903.939941
2018-08-17,1885.800049
2018-08-20,1890.569946
2018-08-21,1880.000000
2018-08-22,1876.640015
2018-08-23,1907.170044
2018-08-24,1910.510010
2018-08-27,1915.000000
2018-08-28,1937.729980
2018-08-29,1953.449951
2018-08-30,1997.420044
2018-08-31,2007.000000
2018-09-04,2026.500000
2018-09-05,2038.109985
2018-09-06,2006.510010
2018-09-07,1938.709961
2018-09-10,1971.000000
2018-09-11,1928.270020
2018-09-12,1994.000000
2018-09-13,2000.000000
2018-09-14,1992.930054
2018-09-17,1954.729980
2018-09-18,1918.650024
2018-09-19,1940.500000
2018-09-20,1938.579956
2018-09-21,1954.219971
2018-09-24,1903.790039
2018-09-25,1942.900024
2018-09-26,1968.500000
2018-09-27,1993.239990
2018-09-28,2004.410034
2018-10-01,2021.989990
2018-10-02,1999.989990
2018-10-03,1981.699951
2018-10-04,1949.000000
2018-10-05,1917.989990
2018-10-08,1874.000000
2018-10-09,1859.989990
2018-10-10,1857.890015
2018-10-11,1724.000000
2018-10-12,1808.000000
2018-10-15,1795.000000
2018-10-16,1783.500000
2018-10-17,1842.790039
2018-10-18,1821.489990
2018-10-19,1785.160034
2018-10-22,1784.000000
2018-10-23,1742.239990
2018-10-24,1773.699951
2018-10-25,1703.339966
2018-10-26,1649.589966
2018-10-29,1660.000000
2018-10-30,1486.160034
2018-10-31,1569.989990
2018-11-01,1623.530029
2018-11-02,1678.589966
2018-11-05,1657.569946
2018-11-06,1618.349976
2018-11-07,1673.000000
2018-11-08,1755.000000
2018-11-09,1732.500000
2018-11-12,1698.239990
2018-11-13,1649.290039
2018-11-14,1656.319946
2018-11-15,1581.010010
2018-11-16,1587.500000
2018-11-19,1577.010010
2018-11-20,1437.500000
2018-11-21,1542.989990
2018-11-23,1517.000000
2018-11-26,1539.000000
2018-11-27,1575.989990
2018-11-28,1613.920044
2018-11-29,1674.989990
2018-11-30,1679.500000
2018-12-03,1769.459961
2018-12-04,1756.000000
2018-12-06,1614.869995
2018-12-07,1705.069946
2018-12-10,1623.839966
2018-12-11,1678.000000
2018-12-12,1669.000000
2018-12-13,1680.000000
2018-12-14,1638.000000
2018-12-17,1566.000000
2018-12-18,1540.000000
2018-12-19,1543.050049
2018-12-20,1484.000000
2018-12-21,1464.989990
2018-12-24,1346.000000
2018-12-26,1368.890015
2018-12-27,1454.199951
2018-12-28,1473.349976
2018-12-31,1510.800049
2019-01-02,1465.199951
2019-01-03,1520.010010
2019-01-04,1530.000000
2019-01-07,1602.310059
2019-01-08,1664.689941
2019-01-09,1652.979980
2019-01-10,1641.010010
2019-01-11,1640.550049
2019-01-14,1615.000000
2019-01-15,1632.000000
2019-01-16,1684.219971
2019-01-17,1680.000000
2019-01-18,1712.000000
2019-01-22,1681.000000
2019-01-23,1656.000000
2019-01-24,1641.069946
2019-01-25,1670.500000
2019-01-28,1643.589966
2019-01-29,1631.270020
2019-01-30,1623.000000
2019-01-31,1692.849976
2019-02-01,1638.880005
2019-02-04,1623.000000
2019-02-05,1643.339966
2019-02-06,1670.750000
2019-02-07,1625.000000
2019-02-08,1586.000000
2019-02-11,1600.979980
2019-02-12,1604.000000
2019-02-13,1647.000000
2019-02-14,1624.500000
2019-02-15,1627.859985
2019-02-19,1601.000000
2019-02-20,1630.000000
2019-02-21,1619.849976
2019-02-22,1623.500000
2019-02-25,1641.449951
2019-02-26,1625.979980
2019-02-27,1628.180054
2019-02-28,1635.250000
2019-03-01,1655.130005
2019-03-04,1685.000000
2019-03-05,1702.949951
2019-03-06,1695.969971
2019-03-07,1667.369995
2019-03-08,1604.010010
2019-03-11,1626.119995
2019-03-12,1669.000000
2019-03-13,1683.000000
2019-03-14,1691.199951
2019-03-15,1703.000000
2019-03-18,1712.699951
2019-03-19,1753.510010
2019-03-20,1769.939941
2019-03-21,1796.260010
2019-03-22,1810.170044
2019-03-25,1757.790039
2019-03-26,1793.000000
2019-03-27,1784.130005
2019-03-28,1770.000000
2019-03-29,1786.579956
2019-04-01,1800.109985
2019-04-02,1811.020020
2019-04-03,1826.719971
2019-04-04,1820.650024
2019-04-05,1829.000000
2019-04-08,1833.229980
2019-04-09,1845.489990
2019-04-10,1841.000000
2019-04-11,1848.699951
2019-04-12,1848.400024
2019-04-15,1842.000000
2019-04-16,1851.349976
2019-04-17,1872.989990
2019-04-18,1868.790039
2019-04-22,1855.400024
2019-04-23,1891.199951
2019-04-24,1925.000000
2019-04-25,1917.000000
2019-04-26,1929.000000
2019-04-29,1949.000000
2019-04-30,1930.099976
2019-05-01,1933.089966
2019-05-02,1913.329956
2019-05-03,1949.000000
2019-05-06,1917.979980
2019-05-07,1939.989990
2019-05-08,1918.869995
2019-05-09,1900.000000
2019-05-10,1898.000000
2019-05-13,1836.560059
2019-05-14,1839.500000
2019-05-15,1827.949951
2019-05-16,1885.939941
2019-05-17,1893.050049
2019-05-20,1852.689941
2019-05-21,1874.790039
2019-05-22,1851.780029
2019-05-23,1836.589966
2019-05-24,1835.890015
2019-05-28,1832.750000
2019-05-29,1823.119995
2019-05-30,1825.489990
2019-05-31,1790.010010
2019-06-03,1760.010010
2019-06-04,1699.239990
2019-06-05,1749.599976
2019-06-06,1737.709961
2019-06-07,1763.699951
2019-06-10,1822.000000
2019-06-11,1883.250000
2019-06-12,1853.979980
2019-06-13,1866.719971
2019-06-14,1864.000000
2019-06-17,1876.500000
2019-06-18,1901.349976
2019-06-19,1907.839966
2019-06-20,1933.329956
2019-06-21,1916.099976
2019-06-24,1912.660034
2019-06-25,1911.839966
2019-06-26,1892.479980
2019-06-27,1902.000000
2019-06-28,1909.099976
2019-07-01,1922.979980
2019-07-02,1919.380005
2019-07-03,1935.890015
2019-07-05,1928.599976
2019-07-08,1934.119995
2019-07-09,1947.800049
2019-07-10,1996.510010
2019-07-11,2025.619995
2019-07-12,2008.270020
2019-07-15,2021.400024
2019-07-16,2010.579956
2019-07-17,2007.050049
2019-07-18,1980.010010
2019-07-19,1991.209961
2019-07-22,1971.140015
2019-07-23,1995.989990
2019-07-24,1969.300049
2019-07-25,2001.000000
2019-07-26,1942.000000
2019-07-29,1930.000000
2019-07-30,1891.119995
2019-07-31,1898.109985
2019-08-01,1871.719971
2019-08-02,1845.069946
2019-08-05,1770.219971
2019-08-06,1792.229980
2019-08-07,1773.989990
2019-08-08,1806.000000
2019-08-09,1828.949951
2019-08-12,1795.989990
2019-08-13,1783.000000
2019-08-14,1793.010010
2019-08-15,1781.989990
2019-08-16,1792.890015
2019-08-19,1818.079956
2019-08-20,1814.500000
2019-08-21,1819.390015
2019-08-22,1828.000000
2019-08-23,1793.030029
2019-08-26,1766.910034
2019-08-27,1775.729980
2019-08-28,1755.000000
2019-08-29,1783.000000
2019-08-30,1797.489990
2019-09-03,1770.000000
2019-09-04,1805.000000
2019-09-05,1821.949951
2019-09-06,1838.219971
2019-09-09,1841.000000
2019-09-10,1822.750000
2019-09-11,1812.140015
2019-09-12,1837.630005
2019-09-13,1842.010010
2019-09-16,1824.020020
2019-09-17,1807.079956
2019-09-18,1817.040039
2019-09-19,1821.020020
2019-09-20,1821.709961
2019-09-23,1777.000000
2019-09-24,1790.609985
2019-09-25,1747.359985
2019-09-26,1762.790039
2019-09-27,1748.000000
2019-09-30,1726.989990
2019-10-01,1746.000000
2019-10-02,1727.739990
2019-10-03,1713.000000
2019-10-04,1726.020020
2019-10-07,1731.630005
2019-10-08,1722.489990
2019-10-09,1719.609985
2019-10-10,1725.239990
2019-10-11,1742.920044
2019-10-14,1728.910034
2019-10-15,1742.140015
2019-10-16,1773.329956
2019-10-17,1796.489990
2019-10-18,1787.800049
2019-10-21,1769.660034
2019-10-22,1788.150024
2019-10-23,1761.300049
2019-10-24,1771.089966
2019-10-25,1697.550049
2019-10-28,1748.060059
2019-10-29,1774.810059
2019-10-30,1760.239990
2019-10-31,1775.989990
2019-11-01,1788.010010
2019-11-04,1801.010010
2019-11-05,1809.160034
2019-11-06,1801.000000
2019-11-07,1803.760010
2019-11-08,1787.890015
2019-11-11,1778.000000
2019-11-12,1774.660034
2019-11-13,1773.390015
2019-11-14,1751.430054
2019-11-15,1760.050049
2019-11-18,1738.300049
2019-11-19,1756.989990
2019-11-20,1749.140015
2019-11-21,1743.000000
2019-11-22,1739.020020
2019-11-25,1753.250000
2019-11-26,1779.920044
2019-11-27,1801.000000
2019-11-29,1817.780029
2019-12-02,1804.400024
2019-12-03,1760.000000
2019-12-04,1774.010010
2019-12-05,1763.500000
2019-12-06,1751.199951
2019-12-09,1750.660034
2019-12-10,1747.400024
2019-12-11,1741.670044
2019-12-12,1750.000000
2019-12-13,1765.000000
2019-12-16,1767.000000
2019-12-17,1778.010010
2019-12-18,1795.020020
2019-12-19,1780.500000
2019-12-20,1799.619995
2019-12-23,1788.260010
2019-12-24,1793.810059
2019-12-26,1801.010010
2019-12-27,1882.920044
